8,5,6
3,3,2
3,6,2
8,2,5
2,1,1
8,4,3
7,5,7
4,1,2
6,7,2
8,1,4
1,2,7
8,8,1
3,1,2
7,6,6
4,6,7
7,7,5
6,7,7
2,5,5
7,6,6
2,8,2
3,3,8
8,7,8
6,6,7
4,3,3
3,7,2
7,6,5
5,8,6
3,4,2
8,6,7
4,7,4
2,1,7
8,5,1
2,1,3
3,6,5
8,2,2
1,7,7
7,6,2
3,1,7
7,2,4
6,5,4
6,5,6
8,7,1
8,8,7
3,4,6
5,6,2
6,5,7
8,8,7
6,1,2
2,6,6
2,2,4
4,3,3
4,3,2
2,4,1
3,5,3
3,1,7
1,4,7
4,1,1
3,5,6
8,3,3
2,3,1
5,4,5
6,2,4
4,5,2
1,5,7
2,4,8
4,1,5
5,1,2
3,5,3
3,2,2
5,8,3
3,5,7
1,1,4
3,4,4
1,1,6
5,1,7
3,3,8
1,1,5
4,8,1
3,5,6
1,3,5
1,7,4
8,5,2
7,4,4
3,6,5
8,5,1
8,2,2
6,2,4
6,8,8
5,2,2
7,6,3
3,6,8
5,5,7
5,7,1
8,6,8
5,5,1
5,8,1
4,8,4
1,1,4
2,6,1
5,5,4
2,8,2
2,2,8
5,2,4
6,5,5
1,7,6
8,7,4
3,1,2
1,8,5
5,3,7
5,4,6
3,6,7
8,2,2
3,2,8
6,6,4
1,8,7
3,8,4
8,6,1
3,8,1
1,1,2
8,7,7
7,5,1
7,4,4
3,6,2
6,1,6
6,6,7
2,8,2
4,8,1
4,8,6
6,5,6
8,2,4
1,5,7
2,3,5
6,2,5
4,8,4
8,6,7
2,4,3
4,2,5
2,6,7
1,5,8
1,8,4
5,8,2
4,8,8
5,6,2
3,4,2
1,1,6
1,5,1
1,3,6
5,4,5
3,6,2
2,1,8
4,1,5
1,1,7
3,2,5
2,7,8
7,7,1
2,1,2
6,3,6
7,4,4
7,3,2
8,6,7
1,1,8
3,8,4
4,6,3
6,2,4
4,5,4
3,3,7
7,8,3
3,2,5
2,4,8
6,5,8
6,1,8
6,3,3
4,7,6
8,7,5
8,4,3
4,7,5
2,3,7
6,6,8
5,3,7
1,7,4
6,6,6
1,1,5
3,2,4
1,6,4
1,4,7
4,2,8
3,5,7
6,7,7
7,1,1
4,3,3
6,7,6
6,6,6
6,4,7
7,6,7
8,3,6
5,8,1
4,6,2
2,1,8
5,6,3
4,2,8
8,1,3
7,7,4
1,2,1
1,5,6
3,1,6
1,8,1
8,4,6
5,7,4
6,5,3
3,4,6
7,8,7
4,1,1
3,1,8
4,4,4
7,1,8
3,7,2
8,5,2
2,6,1
5,4,1
5,7,7
4,6,8
2,7,8
7,8,6
6,1,6
2,7,4
8,4,3
5,3,5
6,5,6
3,7,3
7,3,3
6,3,6
4,4,6
6,4,4
8,3,5
7,5,2
6,8,3
2,4,5
8,3,8
2,6,5
3,4,2
8,2,3
6,3,8
4,8,5
8,2,6
1,8,3
3,2,4
5,6,7
1,4,8
1,2,5
6,5,1
7,8,2
3,4,5
3,6,7
4,4,8
8,3,8
1,1,3
6,3,1
4,6,1
3,3,6
4,2,1
4,3,6
4,8,5
4,4,6
6,2,4
7,6,5
7,7,5
1,7,2
6,8,6
4,3,6
6,7,3
8,3,3
1,1,5
5,4,6
5,1,3
2,1,1
4,7,4
5,2,7
8,6,4
1,5,7
2,7,6
6,8,1
8,4,1
5,2,8
3,7,1
6,6,8
6,3,2
1,3,4
2,8,4
8,8,8
4,4,1
3,1,5
8,3,5
6,7,3
8,3,7
1,8,4
4,8,8
4,1,2
3,8,5
4,5,8
7,6,2
8,3,6
6,6,2
1,8,3
8,7,8
2,2,1
8,4,1
5,1,8
4,8,8
3,4,6
7,2,1
5,7,5
4,2,6
3,2,6
7,1,6
1,1,3
5,6,3
2,4,3
8,3,2
5,4,7
5,5,2
5,1,4
4,7,7
5,6,7
7,3,7
6,6,8
4,6,3
8,7,4
8,2,6
7,3,8
8,6,2
8,5,7
1,4,1
5,6,6
2,5,3
8,6,4
5,5,7
8,3,1
7,6,3
8,4,8
4,5,7
8,8,1
5,8,3
3,8,6
2,2,8
8,5,1
2,5,5
1,5,6
1,7,8
4,5,4
3,7,4
2,1,3
6,5,2
5,8,3
6,2,1
4,8,7
2,5,5
3,2,8
4,6,4
1,6,2
3,1,3
6,6,4
3,3,7
6,3,3
3,6,2
7,5,4
7,1,6
4,7,7
2,7,7
1,5,8
2,5,1
3,3,8
4,5,8
5,6,1
1,5,5
3,1,5
4,5,3
2,3,7
7,5,5
4,3,1
4,7,7
4,8,2
8,7,7
7,2,5
4,1,8
5,7,8
4,7,2
3,7,1
8,4,5
3,6,7
4,2,2
3,8,2
7,2,8
7,3,7
6,1,8
8,8,2
2,2,2
4,7,1
6,5,2
8,4,8
5,2,7
5,7,2
5,4,3
4,3,8
7,8,5
3,1,2
8,4,2
7,8,6
6,6,6
6,1,1
6,7,7
1,4,7
2,5,5
7,4,6
6,3,3
8,4,8
1,2,1
5,8,2
3,2,3
1,8,8
2,7,3
4,7,6
8,7,8
5,8,3
3,3,3
4,4,5
4,6,7
4,6,1
8,7,8
4,3,5
5,2,2
7,5,7
4,3,4
5,2,3
8,7,8
4,5,3
6,8,5
3,5,8
3,4,3
2,3,5
5,7,5
2,4,4
7,1,3
1,3,7
3,5,2
1,1,6
8,7,2
8,5,5
1,5,3
2,6,5
1,3,1
8,2,6
3,5,5
8,6,1
4,2,6
5,8,5
6,3,6
2,1,4
1,6,7
4,5,1
2,5,6
3,8,3
7,1,3
8,8,2
7,3,7
7,3,5
8,3,7
4,4,5
3,8,5
4,4,3
4,3,6
8,3,2
4,5,6
1,2,4
8,7,2
1,3,2
5,7,7
3,3,2
5,4,5
4,2,8
1,5,4
7,2,2
5,8,1
7,7,6
7,3,1
1,1,7
7,7,5
7,3,7
5,3,8
1,3,2
4,4,8
5,7,2
2,5,3
4,4,5
1,5,8
6,5,6
2,5,1
6,1,6
7,2,3
6,4,7
4,4,1
2,8,8
7,1,3
1,2,8
6,7,2
7,8,2
3,5,5
6,4,8
3,4,4
3,6,2
4,8,1
1,7,4
5,4,6
8,8,2
4,6,2
7,8,2
1,6,8
4,2,2
7,8,2
8,1,7
4,5,3
8,7,5
3,4,3
2,3,2
8,1,8
1,5,1
5,1,4
4,5,8
5,4,3
8,1,5
8,4,2
2,1,3
3,1,7
6,4,6
8,3,1
7,2,4
2,8,3
6,3,3
7,1,7
8,1,7
8,2,5
6,3,2
1,8,1
7,5,5
6,3,5
1,3,8
1,4,6
7,3,1
7,3,8
8,2,3
6,8,6
1,7,2
2,1,4
4,7,4
7,5,2
3,3,2
5,6,5
2,3,3
8,7,4
8,5,6
1,6,5
3,4,5
6,5,1
1,7,6
1,3,1
5,6,1
4,5,6
3,3,1
4,5,3
8,2,8
7,6,4
3,8,5
1,4,6
8,4,3
2,8,2
5,6,5
4,1,7
5,2,7
7,3,7
4,5,5
6,5,5
8,8,3
6,1,3
3,2,3
3,1,3
8,7,6
2,2,3
5,6,3
6,2,6
7,4,7
1,7,4
1,5,5
1,2,7
1,7,3
3,6,7
8,5,3
5,4,8
2,3,5
6,6,7
4,3,2
4,4,1
7,5,7
5,6,6
4,1,1
3,4,3
5,8,7
7,2,1
3,2,3
8,5,5
3,5,5
4,7,4
3,8,8
1,8,6
3,6,7
8,8,7
1,3,8
3,2,1
8,3,7
1,4,8
1,6,3
7,4,3
8,8,5
7,8,4
6,3,3
7,4,1
2,5,3
4,7,5
4,5,2
4,3,2
8,7,4
6,5,8
6,7,2
3,8,7
7,3,3
7,2,7
4,4,8
1,1,4
1,8,6
6,4,8
1,6,5
5,6,7
7,5,3
2,3,7
7,2,2
5,3,4
7,6,8
7,7,4
2,1,3
7,2,2
4,2,3
2,1,8
3,7,5
7,4,2
4,8,2
5,1,7
3,8,6
4,1,8
5,7,7
2,7,5
3,6,6
8,6,6
6,3,2
3,5,7
1,2,7
3,3,8
1,4,6
4,2,4
3,6,4
2,2,7
4,6,6
7,2,2
1,7,7
1,1,3
5,4,7
5,8,3
1,1,6
3,4,1
6,3,5
4,5,6
3,2,8
6,3,5
3,2,3
5,5,8
6,4,1
4,2,4
7,1,5
2,5,1
6,1,1
3,5,1
8,8,3
2,8,2
1,7,4
8,4,2
8,1,4
1,8,4
4,1,8
7,8,1
1,5,4
4,6,8
6,4,8
7,6,3
8,1,2
6,2,8
5,3,7
3,6,3
2,6,6
6,5,1
2,6,4
5,8,4
5,5,8
8,1,6
7,2,3
8,6,8
7,7,6
7,5,5
4,6,1
3,6,4
3,6,1
1,8,2
3,3,8
2,8,8
7,4,2
7,8,7
6,3,6
4,1,1
6,1,4
2,1,5
7,6,8
8,4,3
5,5,1
4,8,2
2,1,8
3,5,2
5,6,6
3,3,1
7,1,8
1,8,2
7,3,1
5,7,3
3,7,2
5,1,5
8,7,5
3,6,8
4,3,4
1,7,8
2,5,8
5,3,4
3,6,6
4,6,8
2,3,2
7,6,4
4,4,5
7,5,6
1,1,4
1,2,8
8,7,5
5,1,1
4,1,6
8,3,4
8,5,3
1,7,1
1,1,2
1,5,6
6,1,6
5,2,4
3,4,2
6,3,6
4,2,7
3,8,4
6,1,7
6,3,8
2,2,3
5,2,4
1,5,7
1,2,6
5,4,6
7,3,6
1,4,2
1,7,6
6,8,5
2,2,4
5,5,7
8,4,3
1,1,6
4,4,2
6,1,7
2,7,5
7,1,4
3,5,6
8,6,4
8,8,3
5,7,7
4,2,8
7,1,4
6,5,5
4,6,8
4,8,8
4,2,3
7,6,7
1,1,6
8,3,2
1,6,1
6,2,3
7,3,1
1,1,1
8,5,4
8,3,3
7,4,1
8,1,7
4,4,8
8,5,2
5,5,7
2,6,5
5,7,1
4,2,2
8,7,4
8,5,3
2,3,4
4,2,6
5,5,2
4,5,6
4,6,7
4,7,7
1,5,3
7,6,5
7,6,1
1,4,2
7,5,5
1,7,8
8,8,3
7,3,1
8,3,8
3,1,5
7,5,4
8,8,8
1,3,3
8,7,6
5,3,7
3,2,8
4,3,5
6,5,3
3,5,5
1,4,3
7,6,8
2,6,7
7,4,7
2,4,7
7,8,4
6,6,2
5,2,4
3,1,2
7,4,4
4,1,4
3,1,7
1,2,3
4,3,3
8,6,8
4,6,8
6,7,2
4,1,5
4,1,4
7,6,2
5,8,8
1,7,7
1,5,6
3,4,2
2,4,4
8,1,3
7,3,3
2,6,4
8,4,4
2,3,4
3,1,1
4,3,4
8,5,5
4,3,6
8,7,4
8,4,2
3,7,2
2,2,3
1,7,2
5,6,5
4,2,2
1,5,5
3,1,7
4,8,8
4,7,1
4,7,5
7,7,8
1,6,5
2,3,2
3,8,7
8,5,7
8,5,7
5,4,3
2,1,3
5,2,2
8,6,6
1,5,1
8,7,2
4,5,5
5,3,4
7,5,6
4,3,6
5,1,2
4,5,2
2,8,5
7,2,5
6,1,5
5,4,2
2,2,8
1,2,6
7,7,1
4,4,4
2,1,2
1,1,6
7,2,2
1,8,2
3,6,8
4,8,7
7,3,6
5,8,1
3,2,6
6,7,5
6,1,6
4,2,8
1,1,3
2,1,6
4,6,8
1,2,8
4,1,8
4,1,6
1,2,3
8,3,1
3,2,3
8,7,6
7,1,3
2,6,2
6,3,7
7,2,6
4,6,6
6,3,4
5,7,1
8,5,4
2,7,3
5,1,8
7,7,5
3,4,4
1,1,3
2,3,7
8,5,5
8,3,8
6,8,6
5,2,3
4,6,7
6,1,7
4,3,1
7,5,4
6,3,2
8,4,7
3,2,6
8,3,7
7,8,4
3,8,6
5,5,3
1,8,4
1,1,1
6,8,4
6,7,5
8,4,8
8,5,5
3,8,2
5,4,4
4,7,3
2,1,4
77,96,2
8,16,22
49,17,94
77,19,88
72,31,28
20,64,100
65,56,80
15,55,28
6,23,52
56,31,84
63,93,27
45,51,90
46,91,14
30,39,14
46,5,50
61,38,32
89,59,43
87,29,28
66,32,99
37,24,83
89,4,24
41,5,56
64,30,62
81,13,6
14,92,66
55,94,27
55,42,82
24,64,20
30,79,33
87,97,83
82,59,14
81,15,12
3,42,40
58,50,89
68,34,32
1,1,73
54,27,44
54,31,54
27,5,95
76,35,21
38,5,66
61,63,4
24,13,8
67,94,12
43,78,59
97,74,3
62,65,9
98,43,65
88,81,42
48,9,53
83,24,3
30,58,11
59,71,46
46,37,55
55,72,19
39,19,54
83,86,80
99,7,31
90,54,84
91,1,4
1,45,11
95,7,80
13,84,96
87,57,93
7,46,94
11,92,73
19,13,42
84,1,95
72,73,89
17,72,24
95,21,16
15,33,82
10,5,54
45,8,51
89,67,23
60,37,31
73,83,51
81,91,14
22,43,65
47,18,46
83,47,92
67,81,84
45,40,54
46,50,55
28,65,69
6,10,10
68,44,80
96,97,12
73,37,97
85,41,45
100,22,15
61,100,42
7,34,77
82,42,94
19,76,74
88,42,59
76,83,42
81,51,23
2,26,92
69,2,23
85,48,4
88,85,52
90,73,40
18,53,32
61,44,63
9,26,86
55,59,12
27,68,36
11,30,60
46,6,14
71,34,29
83,44,12
59,33,80
7,73,16
23,58,29
35,64,41
17,56,69
88,12,30
50,83,21
41,17,72
77,26,2
67,80,14
13,40,77
30,71,33
47,30,26
33,44,89
18,50,81
28,78,14
86,58,98
69,95,99
99,62,80
33,3,20
67,24,87
78,83,30
82,29,40
53,67,71
54,69,9
99,65,54
4,6,92
15,46,32
72,37,14
37,30,52
35,93,100
58,74,69
25,18,97
46,76,84
33,95,96
68,76,57
46,26,40
35,39,27
96,100,47
77,73,75
39,48,95
70,25,99
3,13,33
23,88,44
41,46,9
27,95,94
13,9,36
91,89,100
84,84,9
95,23,15
58,57,55
89,44,61
74,8,74
28,13,24
35,18,51
5,2,18
70,33,22
72,63,70
1,52,41
38,43,25
65,69,2
28,71,67
59,90,89
16,2,80
8,67,40
17,75,41
23,52,96
95,18,76
45,73,39
55,56,94
36,5,51
48,45,92
57,93,24
19,14,21
3,83,81
21,56,15
63,93,71
3,82,65
67,36,33
86,94,71
70,35,90
4,81,12
29,49,66
34,18,95
42,47,21
81,59,66
99,94,84
59,80,51
1,16,41
39,40,5
4,77,25
12,43,3
13,14,72
23,60,35
52,1,46
41,43,10
1,68,50
98,71,2
35,69,25
69,19,48
42,22,37
27,40,3
2,75,42
12,70,77
53,60,34
50,31,15
98,76,31
44,45,88
11,36,50
87,75,69
76,18,6
76,45,91
18,1,43
34,63,76
69,36,57
1,39,54
32,70,29
25,55,67
15,7,42
46,6,94
34,13,93
68,7,41
37,2,2
53,84,74
62,75,17
34,34,92
73,9,10
22,85,66
72,13,80
96,59,32
4,74,9
74,63,37
16,95,38
20,58,87
29,44,83
49,87,82
21,57,59
28,56,86
73,13,30
85,66,42
100,48,53
74,67,63
80,40,64
34,100,2
80,13,64
86,53,46
95,94,31
87,97,43
73,44,45
36,41,69
92,82,68
53,1,14
27,24,100
48,31,20
95,94,59
61,25,99
91,4,72
53,23,29
6,81,41
21,65,64
30,85,93
34,59,85
98,38,25
4,33,41
99,53,53
86,98,54
8,56,98
15,98,15
71,3,6
34,31,27
28,59,94
56,25,13
87,35,17
78,48,53
20,34,66
18,61,42
95,74,66
76,21,19
83,63,6
48,21,74
11,56,2
72,58,5
90,55,100
95,32,1
9,46,44
66,2,40
91,38,28
1,51,13
62,100,83
72,71,14
93,51,27
78,18,18
97,85,77
78,81,60
98,82,40
24,6,92
56,20,46
99,85,62
16,20,47
34,96,41
3,66,63
8,22,37
19,86,40
46,98,79
31,25,85
25,97,51
69,81,23
74,89,85
84,90,3
57,76,84
13,44,10
59,44,17
24,35,30
4,33,41
49,39,25
10,46,98
89,99,12
61,35,67
16,47,46
24,90,95
53,10,30
17,53,41
12,69,30
13,85,80
74,52,60
95,96,46
98,49,95
62,83,84
60,68,31
41,97,29
60,86,90
47,27,33
65,80,43
79,84,13
19,75,47
56,5,18
7,13,71
89,8,38
34,33,68
98,57,3
92,94,80
72,58,47
39,26,6
29,11,28
31,53,13
13,83,79
98,30,89
100,39,67
98,67,82
46,57,41
16,53,8
91,75,83
46,47,66
85,2,67
30,54,28
63,36,82
79,53,96
76,78,93
11,89,76
45,7,3
61,37,66
95,18,37
45,10,41
76,37,76
69,90,39
82,30,97
68,8,57
90,30,42
9,57,85
65,77,1
95,46,85
69,15,87
13,46,50
95,47,64
96,4,11
65,35,62
88,99,80
75,62,47
86,32,78
37,84,61
32,44,14
74,93,64
10,80,4
5,25,49
85,20,49
47,89,27
50,2,95
9,4,19
36,3,60
95,22,25
48,16,9
29,66,6
37,86,19
22,42,82
61,74,91
24,84,80
76,81,37
74,67,93
44,37,12
100,62,3
42,5,74
61,97,60
12,48,31
58,91,78
89,29,8
53,45,72
50,52,22
4,64,29
17,16,68
79,91,2
57,29,54
35,92,15
32,49,70
79,80,31
44,77,31
58,38,13
83,77,51
56,83,60
4,15,61
59,20,35
14,93,63
15,93,96
29,28,3
44,77,98
66,26,32
34,35,78
71,1,51
43,12,59
66,11,67
8,73,58
57,50,17
41,5,42
39,36,78
8,19,21
21,26,17
48,10,73
26,14,5
20,57,68
89,76,91
42,69,83
78,76,23
21,40,36
21,43,70
91,91,54
38,9,34
67,55,99
4,2,48
81,71,62
34,20,67
15,8,37
8,28,53
44,28,76
50,49,22
70,48,56
86,59,33
13,94,87
51,98,45
65,65,49
34,34,86
4,99,69
66,36,40
15,24,51
31,15,23
34,60,37
57,12,49
79,47,44
23,4,97
82,19,44
25,81,94
93,19,95
12,29,30
34,43,17
18,37,31
33,62,100
96,45,9
19,67,4
77,14,78
38,60,44
71,81,54
59,74,11
43,75,75
21,59,58
25,70,4
47,21,10
59,61,60
32,85,72
19,88,61
76,62,20
8,15,59
43,15,19
41,19,30
3,16,55
65,40,67
58,63,41
17,22,84
17,100,17
98,58,70
72,3,83
86,19,81
75,8,73
71,66,53
88,53,11
90,47,61
100,22,47
72,31,6
83,43,67
97,55,29
11,42,8
54,85,31
96,53,83
57,79,23
51,24,28
18,83,23
19,83,48
5,88,84
13,48,57
96,36,68
26,87,10
72,59,66
91,46,6
55,2,45
15,18,76
89,55,70
100,13,25
62,5,68
66,39,47
2,45,85
18,41,19
100,90,92
22,10,49
18,50,95
84,78,14
97,33,1
7,54,88
36,21,25
15,55,54
92,85,27
15,79,86
22,78,94
66,88,80
47,91,74
31,74,95
72,86,15
72,60,67
41,98,39
98,14,82
53,19,11
37,10,76
76,69,2
17,15,44
20,67,4
49,13,50
98,60,81
89,93,8
65,100,65
26,77,45
53,80,95
10,45,62
79,14,74
89,78,27
67,9,87
41,42,54
72,31,55
96,100,8
85,91,73
77,18,29
16,1,45
33,85,73
81,19,38
73,61,21
80,60,98
6,17,46
49,90,56
28,83,85
3,31,99
31,40,49
7,86,47
61,16,75
57,99,68
96,53,28
99,88,73
10,19,61
14,82,72
66,57,18
83,53,45
73,43,75
30,76,63
10,10,83
15,36,29
34,100,45
5,77,31
14,16,100
12,71,93
86,27,82
77,55,53
69,94,31
21,56,11
81,62,46
64,1,15
50,33,84
93,68,7
16,52,20
40,50,21
39,46,43
71,3,4
98,87,19
14,62,53
46,12,40
2,8,89
17,90,42
54,79,44
24,29,28
28,66,58
35,87,93
73,7,42
50,14,41
65,75,78
17,67,4
65,38,18
73,35,61
80,71,94
99,22,25
71,40,16
78,81,31
49,68,49
39,92,54
10,64,17
18,49,36
81,64,49
32,14,68
44,71,22
8,5,34
50,85,47
54,85,14
62,63,76
48,7,52
79,5,10
43,4,97
18,26,91
94,12,96
69,96,3
24,98,85
37,4,74
33,37,40
4,66,89
60,98,51
96,8,93
70,30,63
29,84,98
63,86,15
53,50,37
65,8,77
47,74,3
78,97,56
44,58,82
98,36,3
95,80,13
76,61,82
5,19,47
6,77,95
60,92,71
7,85,30
36,3,66
14,89,7
73,52,27
41,85,76
36,8,45
76,20,44
8,21,82
66,81,30
37,12,38
53,41,11
33,13,15
74,29,53
96,3,100
3,4,8
92,33,6
26,66,22
29,92,8
47,53,41
17,69,20
63,32,74
54,14,12
59,27,67
7,92,80
48,67,87
69,50,64
24,6,44
22,20,95
1,9,52
90,59,55
86,47,40
19,58,72
90,42,7
9,52,34
5,65,53
82,74,3
31,32,47
90,95,41
15,81,86
90,35,100
12,74,91
35,12,67
38,27,2
63,75,79
40,10,51
90,63,29
63,86,35
49,70,99
19,99,32
38,73,12
61,15,42
53,48,8
81,60,79
6,93,85
23,51,2
99,11,56
99,63,29
82,45,27
97,1,56
7,64,75
49,2,52
35,28,75
60,46,23
13,36,74
91,45,31
68,35,57
38,64,63
42,89,18
96,30,29
75,57,39
65,91,63
2,63,72
50,71,92
79,41,83
1,94,21
95,23,49
40,82,56
8,97,76
79,83,49
37,18,17
71,36,22
85,39,17
27,34,13
55,81,51
6,9,31
28,49,31
94,2,17
41,92,71
36,90,58
99,14,96
66,9,75
33,27,75
12,43,33
13,17,68
40,29,32
8,16,71
95,87,31
75,55,53
10,16,49
83,98,35
51,94,33
37,74,32
63,97,75
65,10,38
2,3,39
30,28,15
56,30,18
59,26,34
23,73,29
40,83,98
5,86,50
6,25,14
53,42,10
36,58,89
20,12,30
95,27,98
44,7,9
25,71,9
3,45,63
48,28,68
61,8,4
27,3,53
67,40,3
29,90,34
12,19,88
10,71,61
44,41,97
1,11,71
52,21,15
99,43,88
55,96,80
20,1,78
48,46,54
23,40,58
96,90,84
18,32,27
29,59,29
14,59,71
18,19,93
64,52,72
45,8,91
40,29,68
51,6,40
60,51,55
28,90,45
70,49,31
46,57,41
9,96,12
100,22,42
24,39,86
47,91,3
62,63,92
92,52,55
33,49,3
81,29,1
12,29,59
3,89,57
71,55,51
61,81,41
38,26,64
63,18,70
81,19,36
49,68,59
95,40,32
29,65,57
70,63,4
2,36,3
93,95,47
88,100,83
54,47,23
36,5,62
13,54,35
19,22,3
89,2,64
78,29,41
53,81,75
74,26,94
13,13,40
29,77,61
62,34,13
36,17,12
31,44,15
99,40,47
27,95,64
92,11,25
87,97,17
84,77,78
62,46,27
13,2,23
76,82,68
44,10,82
66,36,33
59,55,22
9,95,43
96,87,29
15,59,30
37,24,8
31,81,82
48,24,48
56,49,97
73,4,58
62,96,34
41,60,85
35,15,25
69,57,32
36,56,45
54,74,17
4,96,93
7,3,70
9,79,72
54,49,4
11,89,97
72,91,47
51,100,94
35,15,26
14,73,78
23,58,38
10,1,88
19,35,56
11,26,13
75,3,44
3,1,94
5,74,19
54,32,33
72,47,56
1,37,41
54,91,42
52,58,19
98,46,36
22,18,76
62,38,8
76,46,78
10,88,83
22,39,86
70,78,91
50,49,32
92,11,67
25,58,89
89,54,78
79,35,92
56,58,53
32,58,27
95,98,39
6,56,36
49,30,52
68,53,92
81,28,85
88,52,100
39,79,82
8,45,3
54,24,10
73,19,31
98,84,77
94,36,77
62,63,5
84,10,1
20,68,81
88,45,80
80,27,58
79,57,57
13,37,12
5,26,82
13,58,75
2,69,52
83,19,59
100,94,65
56,50,11
9,74,26
20,5,90
72,67,91
44,77,63
63,75,29
91,86,50
46,41,8
38,53,6
81,89,28
74,76,68
24,41,94
73,15,90
89,32,50
12,46,34
59,59,89
39,48,7
64,60,49
60,53,74
81,85,51
61,55,16
20,64,21
46,20,6
54,62,63
99,83,62
40,27,24
78,78,73
10,84,89
32,75,99
95,38,76
75,34,69
1,41,68
23,17,26
16,20,82
76,26,80
57,52,86
4,12,13
61,26,55
40,2,87
26,92,20
87,32,48
5,51,67
95,61,20
41,1,1
